tc_customer_id,tc_loyalty_program_id,custom_data_product_differentiator,tc_min_created_at,tc_max_created_at,number_of_txns,customer_id,loyalty_program_id,selling_price_usd,cost_per_point_usd,transfer_ratio,start_date,end_date,type_of_partner,tier
41,AMCLUBPREMIER,,2022-01-19 03:27:08.375474,2022-02-15 16:48:48.805207,5,41,AMCLUBPREMIER,0.0132,0.01,1,2019-07-30,3000-10-10,Ascenda Partner,Exclusive
41,AVLIFEMILES,,2022-01-02 06:20:18.368759,2022-02-28 23:16:37.314079,55,41,AVLIFEMILES,0.0138,0.0125,1,2019-07-30,3000-10-10,Ascenda Partner,Exclusive
41,CXASIAMILES,,2022-01-02 21:47:05.123003,2022-02-25 15:49:33.448026,14,41,CXASIAMILES,0.014,0.0123,1,2019-07-30,3000-10-10,Ascenda Partner,Exclusive
41,CXASIAMILES,,2022-01-02 21:47:05.123003,2022-02-25 15:49:33.448026,14,41,CXASIAMILES,0.014,0.0128,1,2019-07-30,3000-10-10,Ascenda Partner,Exclusive
41,CXASIAMILES,,2022-01-02 21:47:05.123003,2022-02-25 15:49:33.448026,14,41,CXASIAMILES,0.014,0.0132,1,2019-07-30,3000-10-10,Ascenda Partner,Exclusive
41,EKSKYWARDS,,2022-01-01 12:33:54.89022,2022-02-28 15:35:45.715157,292,41,EKSKYWARDS,0.0165,0.015,1,2021-01-21,2023-12-31,Ascenda Partner,Exclusive
41,QFQANTAS,,2022-01-03 08:10:19.051624,2022-02-28 20:43:56.128641,68,41,QFQANTAS,0.011,0.01,1,2019-07-30,3000-10-10,Ascenda Partner,Exclusive
41,SQKF,,2022-01-03 10:23:28.761251,2022-02-28 22:33:07.46249,94,41,SQKF,0.024,0.024,1,2019-07-30,3000-10-10,Direct Partner,Exclusive
42,AABIG,,2022-01-01 18:30:39.368977,2022-02-18 18:30:44.133182,16,42,AABIG,0.0093,0.0058188429,100,2020-05-06,3000-10-10,Ascenda Partner,Platinum
42,AFFLYINGBLUE,,2022-01-13 18:30:45.203245,2022-02-21 18:30:43.386229,27,42,AFFLYINGBLUE,0.013,0.0105,100,2020-05-06,3000-10-10,Ascenda Partner,Platinum
42,AYFINNAIRPLUS,,2022-02-22 18:30:44.18936,2022-02-22 18:30:44.18936,1,42,AYFINNAIRPLUS,0.01,0.008,100,2021-06-07,2022-02-22,Ascenda Partner,Platinum
42,EKSKYWARDS,,2022-01-20 18:30:46.479858,2022-02-17 18:30:45.177728,4,42,EKSKYWARDS,0.0195,0.015,100,2020-05-06,2022-02-22,Ascenda Partner,Platinum
42,ETHGUEST,,2022-01-09 18:30:41.368266,2022-01-29 18:30:41.3546,2,42,ETHGUEST,0.0158,0.012,100,2020-05-06,2022-02-22,Ascenda Partner,Platinum
42,EVAINFML,,2022-01-27 18:30:42.840412,2022-02-05 18:30:43.661718,2,42,EVAINFML,0.015,0.01155,100,2020-05-06,2022-02-22,Ascenda Partner,Platinum
42,UAMILEAGEPLUS,,2022-01-01 18:30:39.378441,2022-02-22 18:30:44.228546,225,42,UAMILEAGEPLUS,0.0192,0.0135,100,2020-05-06,2022-02-22,Ascenda Partner,Platinum
44,IHGREWARDSCLUB,,2022-01-13 06:00:55.580077,2022-02-15 06:12:43.981979,1643,44,IHGREWARDSCLUB,0.0089,0.007,8,2019-06-01,3000-10-10,Ascenda Partner,Platinum Card
48,AFFLYINGBLUE,,2022-01-06 08:01:25.015431,2022-02-24 05:02:44.789798,13,48,AFFLYINGBLUE,0.008830752,0.011,2,2020-04-01,3000-10-10,Ascenda Partner,V Points
48,BAAVIOS,,2022-01-01 08:02:27.631456,2022-02-24 05:02:49.711344,279,48,BAAVIOS,0.009609936,0.012,2,2020-04-01,2023-12-31,Ascenda Partner,""
50,ACCORLECLUB,,2022-02-10 07:15:49.637206,2022-02-27 07:15:46.836286,3,50,ACCORLECLUB,0.0237985,0.021635,5,2022-02-09,3000-10-10,Ascenda Partner,""
50,AFFLYINGBLUE,,2022-02-19 07:15:47.494137,2022-02-19 07:15:47.494137,1,50,AFFLYINGBLUE,0.0105,0.01,2.5,2021-10-01,3000-10-10,Ascenda Partner,""
50,CXASIAMILES,,2022-01-03 07:15:45.909371,2022-02-27 07:15:46.84582,9,50,CXASIAMILES,0.0126,0.0122,3,2018-10-01,2022-02-28,Ascenda Partner,""
50,EKSKYWARDS,,2022-02-10 07:15:49.644466,2022-02-27 07:15:46.517251,9,50,EKSKYWARDS,0.0165,0.015,4,2022-02-09,2023-12-31,Ascenda Partner,""
50,ETHGUEST,,2022-02-15 07:15:43.966525,2022-02-19 07:15:47.508455,3,50,ETHGUEST,0.0132,0.012,3,2022-02-09,3000-10-10,Ascenda Partner,""
50,EVAINFML,,2022-01-13 07:15:48.048076,2022-01-13 07:15:48.048076,1,50,EVAINFML,0.0127,0.01155,3,2018-07-02,3000-10-10,Ascenda Partner,""
50,IHGREWARDSCLUB,,2022-02-10 07:15:49.654066,2022-02-14 07:15:46.602433,4,50,IHGREWARDSCLUB,0.0083,0.007,2.5,2018-05-17,3000-10-10,Ascenda Partner,""
50,QRPRIVILEGECLUB,,2022-02-20 07:15:47.433726,2022-02-20 07:15:47.433726,1,50,QRPRIVILEGECLUB,0.0155,0.0140018066847335,3.5,2020-05-01,3000-10-10,Ascenda Partner,""
50,SQKF,,2022-02-15 07:15:43.931664,2022-02-27 07:15:46.825844,31,50,SQKF,0.0132,0.014,3,2022-02-09,2022-03-31,Ascenda Partner,""
50,UAMILEAGEPLUS,,2022-01-20 07:15:45.20552,2022-01-20 07:15:45.250598,2,50,UAMILEAGEPLUS,0.0155,0.014,4,2018-05-17,2022-02-08,Ascenda Partner,""
50,UAMILEAGEPLUS,,2022-02-22 07:15:47.888663,2022-02-22 07:15:47.888663,1,50,UAMILEAGEPLUS,0.0155,0.014,3.5,2022-02-09,3000-10-10,Ascenda Partner,""
53,ACCORLECLUB,,2022-01-11 00:06:11.681854,2022-02-23 20:38:34.957701,7,53,ACCORLECLUB,0.0237985,0.021635,6,2021-04-01,2022-10-31,Ascenda Partner,""
53,AFFLYINGBLUE,,2022-01-10 06:45:58.220502,2022-01-10 06:45:58.220502,1,53,AFFLYINGBLUE,0.012,0.011,3,2021-04-01,3000-10-10,Ascenda Partner,""
53,BAAVIOS,,2022-01-30 02:52:56.970531,2022-02-22 21:57:17.010904,2,53,BAAVIOS,0.0132,0.012,4,2021-04-01,2023-12-31,Ascenda Partner,""
53,EKSKYWARDS,,2022-01-03 05:03:21.991641,2022-02-25 07:27:29.465571,10,53,EKSKYWARDS,0.0165,0.015,4,2021-04-01,2022-10-31,Ascenda Partner,""
53,IHGREWARDSCLUB,,2022-01-07 07:22:39.232771,2022-02-24 09:08:17.334581,8,53,IHGREWARDSCLUB,0.0085,0.007,2,2021-04-01,2022-10-31,Ascenda Partner,""
53,MIMARRIOTTBONVOY,,2022-01-02 10:31:24.526169,2022-02-26 01:29:24.586604,22,53,MIMARRIOTTBONVOY,0.011,0.0103,3,2021-04-01,2022-10-31,Ascenda Partner,""
53,QRPRIVILEGECLUB,,2022-01-04 03:28:07.069853,2022-02-24 15:34:21.788862,2,53,QRPRIVILEGECLUB,0.0155,0.014,4,2021-04-01,2022-10-31,Ascenda Partner,""
54,BAAVIOS,,2022-01-16 04:51:02.031029,2022-01-16 04:51:02.031029,1,54,BAAVIOS,0.013,0.012,1,2021-10-27,2023-12-31,Ascenda Partner,""
54,EKSKYWARDS,,2022-01-03 13:28:26.30996,2022-02-28 23:20:09.212219,18,54,EKSKYWARDS,0.026,0.026,2.5,2021-10-27,2023-04-29,Ascenda Partner,""
54,JMJUMEIRAHONE,,2022-02-01 12:42:20.860314,2022-02-14 08:47:39.410756,2,54,JMJUMEIRAHONE,0.021,0.019,1,2021-10-27,3000-10-10,Ascenda Partner,""
54,TKMILESANDSMILES,,2022-01-01 12:11:35.804598,2022-02-07 16:12:07.869474,3,54,TKMILESANDSMILES,0.014,0.01265,1,2022-01-01,2022-12-31,Ascenda Partner,""
55,ACAEROPLAN,,2022-01-05 05:15:43.205951,2022-02-17 05:15:49.013789,2,55,ACAEROPLAN,0.0165,0.012270345,1,2020-04-15,3000-10-10,Ascenda Partner,""
55,ACCORLECLUB,,2022-01-03 05:17:42.513184,2022-02-24 05:16:02.534369,7,55,ACCORLECLUB,0.0283,0.021635,1,2020-04-15,2022-06-30,Ascenda Partner,""
55,AFFLYINGBLUE,,2022-02-07 05:22:08.327934,2022-02-07 05:22:08.327934,1,55,AFFLYINGBLUE,0.0121,0.0105,1,2020-04-15,3000-10-10,Ascenda Partner,""
55,AVLIFEMILES,,2022-01-17 05:17:13.742151,2022-02-21 05:17:17.309374,2,55,AVLIFEMILES,0.0155,0.0125,1,2020-04-15,3000-10-10,Ascenda Partner,""
55,CXASIAMILES,,2022-01-03 05:17:42.390727,2022-02-25 05:15:48.269035,271,55,CXASIAMILES,0,0,1,2020-11-26,3000-10-10,Direct Partner,""
55,EKSKYWARDS_V2,,2022-02-07 05:22:03.874152,2022-02-17 05:15:49.349453,3,,,,,,,,,
55,IHGREWARDSCLUB,,2022-01-05 05:15:43.241754,2022-02-16 05:15:53.283274,7,55,IHGREWARDSCLUB,0.0091,0.007,1,2020-04-15,3000-10-10,Ascenda Partner,""
55,JALMILEAGEBANK,,2022-01-05 05:15:43.249196,2022-02-22 05:20:10.874627,33,55,JALMILEAGEBANK,0.0236,0.019,1,2020-05-21,3000-10-10,Ascenda Partner,""
55,MIMARRIOTTBONVOY,,2022-01-03 05:17:42.405022,2022-02-25 05:15:48.189092,34,55,MIMARRIOTTBONVOY,0.00945,0.008775,1,2020-10-26,3000-10-10,Joint Ascenda-Marriott Partner,""
55,QFQANTAS,,2022-02-07 05:22:04.192781,2022-02-07 05:22:04.192781,1,55,QFQANTAS,0.0125,0.01,1,2020-04-15,3000-10-10,Ascenda Partner,""
55,UAMILEAGEPLUS,,2022-01-14 05:15:42.570118,2022-02-25 05:15:48.274915,9,55,UAMILEAGEPLUS,0.0187,0.014,1,2020-04-15,3000-10-10,Ascenda Partner,""
55,VNLOTUSMILES,,2022-01-18 05:15:44.933361,2022-01-18 05:15:44.933361,1,55,VNLOTUSMILES,0.013,0.0105,1,2020-04-15,3000-10-10,Ascenda Partner,""
56,ACCORLECLUB,,2022-01-01 14:43:11,2022-02-28 14:58:09,205,56,ACCORLECLUB,0.027,0.0194715,13.5,2021-05-01,3000-10-10,Ascenda Partner,""
56,AFFLYINGBLUE,,2022-01-10 11:47:56,2022-02-20 02:05:21,7,56,AFFLYINGBLUE,0.0132,0.0105,6.5,2021-05-01,3000-10-10,Ascenda Partner,""
56,AYFINNAIRPLUS,,2022-01-09 15:29:50,2022-02-14 12:50:30,8,56,AYFINNAIRPLUS,0.0102,0.008,5,2021-05-01,2024-04-30,Ascenda Partner,""
56,QRPRIVILEGECLUB,,2022-01-11 01:46:17,2022-02-28 15:06:44,10,56,QRPRIVILEGECLUB,0.0183,0.014,9,2020-05-13,3000-10-10,Ascenda Partner,""
56,TKMILESANDSMILES,,2022-01-11 19:22:12,2022-02-27 12:11:03,3,56,TKMILESANDSMILES,0.0183,0.0126,9,2022-01-01,2022-12-31,Ascenda Partner,""
56,VNLOTUSMILES,,2022-01-13 20:48:05,2022-01-29 02:02:56,3,56,VNLOTUSMILES,0.0132,0.0105,6.5,2020-05-13,3000-10-10,Ascenda Partner,""
57,ACCORLECLUB,,2022-01-14 01:31:23.327232,2022-01-14 01:31:23.327232,1,57,ACCORLECLUB,0.0255,0.021635,20,2021-04-01,2024-01-31,Ascenda Partner,""
57,BAAVIOS,,2022-01-11 15:40:58.19967,2022-02-18 10:37:30.347934,3,57,BAAVIOS,0.0132,0.012,10,2021-04-01,2023-12-31,Ascenda Partner,""
57,CXASIAMILES,,2022-01-04 01:30:47.562911,2022-01-04 01:30:47.562911,1,57,CXASIAMILES,0.015,0.014,15,2021-06-01,3000-10-10,Ascenda Partner,""
57,EKSKYWARDS,,2022-01-21 01:32:12.277282,2022-02-23 01:30:44.785331,3,57,EKSKYWARDS,0.0165,0.015,15,2021-04-01,2023-12-31,Ascenda Partner,""
57,ETHGUEST,,2022-02-15 01:30:48.817614,2022-02-15 01:30:48.817614,1,57,ETHGUEST,0.0132,0.012,10,2021-04-01,2024-01-31,Ascenda Partner,""
57,MIMARRIOTTBONVOY,,2022-01-05 01:30:45.585897,2022-02-17 01:30:46.506737,6,57,MIMARRIOTTBONVOY,0.0112,0.0105,10,2021-04-01,3000-10-10,Ascenda Partner,""
62,MIMARRIOTTBONVOY,,2022-01-01 04:50:54.768539,2022-02-24 15:05:12.578075,847,62,MIMARRIOTTBONVOY,0.0097375,0.0095,1,2021-05-03,3000-10-10,Direct Partner,""
67,ACAEROPLAN,,2022-01-17 15:37:54.349161,2022-02-17 17:47:24.563233,5,67,ACAEROPLAN,0.0140748075,0.012270345,0.05,2021-10-27,3000-10-10,Ascenda Partner,""
67,ACCORLECLUB,,2022-01-06 07:30:10.724225,2022-02-01 14:27:31.867461,3,67,ACCORLECLUB,0.02488025,0.021635,0.05,2021-10-27,2022-06-30,Ascenda Partner,""
67,EKSKYWARDS_V2,,2022-02-01 14:38:15.646558,2022-02-22 04:20:10.022142,4,,,,,,,,,
67,EVAINFML,,2022-01-02 07:50:28.32072,2022-02-07 01:08:08.97519,3,67,EVAINFML,0.013,0.01155,0.05,2021-10-27,3000-10-10,Ascenda Partner,""
67,IHGREWARDSCLUB,,2022-02-16 10:52:19.286787,2022-02-16 10:52:19.286787,1,67,IHGREWARDSCLUB,0.008,0.007,0.05,2021-10-27,3000-10-10,Ascenda Partner,""
67,MIMARRIOTTBONVOY,,2022-01-01 18:13:32.989073,2022-02-17 07:20:27.045363,7,67,MIMARRIOTTBONVOY,0.009,0.008775,0.05,2021-10-27,3000-10-10,Joint Ascenda-Marriott Partner,""
67,QRPRIVILEGECLUB,,2022-02-28 12:23:31.662877,2022-02-28 12:23:31.662877,1,67,QRPRIVILEGECLUB,0.016,0.014,0.05,2021-10-27,3000-10-10,Ascenda Partner,""
67,TKMILESANDSMILES,,2022-01-08 00:29:43.554192,2022-02-09 11:28:24.329994,6,67,TKMILESANDSMILES,0.0144,0.01265,0.05,2022-01-01,2022-12-31,Ascenda Partner,""
69,ACAEROPLAN,,2022-01-17 01:20:36.117312,2022-02-15 19:55:31.337684,7,69,ACAEROPLAN,0.0140748075,0.012270345,2.22222222222222,2021-10-18,3000-10-10,Ascenda Partner,"Mass / (Easy Points, Gold, Classic)"
69,AFFLYINGBLUE,,2022-01-07 23:03:06.077294,2022-02-25 00:57:04.915273,17,69,AFFLYINGBLUE,0.0127,0.0115,1.66666666666667,2021-10-18,3000-10-10,Ascenda Partner,"Mass / (Easy Points, Gold, Classic)"
69,IHGREWARDSCLUB,,2022-01-01 09:26:27.874115,2022-02-28 04:49:04.916292,8,69,IHGREWARDSCLUB,0.008,0.007,1,2021-10-18,3000-10-10,Ascenda Partner,""
69,QRPRIVILEGECLUB,,2022-01-31 14:54:52.24254,2022-01-31 14:54:52.24254,1,69,QRPRIVILEGECLUB,0.016,0.014,2,2021-10-18,3000-10-10,Ascenda Partner,"Mass / (Easy Points, Gold, Classic)"
69,TKMILESANDSMILES,,2022-01-04 20:40:01.811254,2022-02-09 19:24:55.673986,3,69,TKMILESANDSMILES,0.0144,0.01265,2.85714285714286,2022-01-01,2022-12-31,Ascenda Partner,"Mass / (Easy Points, Gold, Classic)"
69,TPMILESANDGO,,2022-01-14 01:19:19.39027,2022-01-14 01:19:19.39027,1,69,TPMILESANDGO,0.0105,0.0095,2,2021-10-18,3000-10-10,Ascenda Partner,""
79,MIMARRIOTTBONVOY,,2022-01-04 03:11:27.135405,2022-02-28 21:16:16.309745,849,79,MIMARRIOTTBONVOY,0.01025,0.01,1,2020-12-16,2023-09-15,Direct Partner,""
80,VMACASHBACK,,2022-01-01 00:00:09.833331,2022-02-28 23:09:28.187794,999,,,,,,,,,
85,ANZREWARDS_CREDITCARD_CASHBACK,,2022-01-01 00:22:24.150414,2022-02-28 23:54:10.63377,6280,,,,,,,,,
85,ANZREWARDS_TRANSACTIONACCOUNT_CASHBACK,,2022-01-01 00:54:29.162134,2022-02-28 23:47:11.850148,1810,,,,,,,,,
85,CXASIAMILES,,2022-01-04 00:18:00.036051,2022-02-28 23:13:37.660783,52,85,CXASIAMILES,0,0,3,2021-08-16,3000-10-10,Direct Partner,""
85,NZAIRPOINTS,,2022-01-03 10:09:10.392577,2022-02-28 03:46:06.574151,35,85,NZAIRPOINTS,0,0,200,2021-08-16,3000-10-10,Direct Partner,""
85,SQKF,,2022-01-01 07:58:57.245422,2022-02-28 23:27:36.898535,401,85,SQKF,0,0,3,2021-08-16,3000-10-10,Direct Partner,""
85,VAVELOCITYFREQUENTFLYER,,2022-01-01 00:35:37.638642,2022-02-28 23:51:26.752277,1682,85,VAVELOCITYFREQUENTFLYER,0,0,2,2021-08-16,3000-10-10,Direct Partner,""
90,ANZBUSINESSREWARDS_CREDITCARD_CASHBACK,,2022-01-01 08:08:58.312846,2022-02-28 03:37:54.598658,233,,,,,,,,,
90,CXASIAMILES,,2022-01-03 05:37:58.406138,2022-02-07 00:37:36.459589,4,90,CXASIAMILES,0,0,3,2021-08-16,3000-10-10,Direct Partner,""
90,NZAIRPOINTS,,2022-02-24 03:54:08.208024,2022-02-28 08:28:14.379429,2,90,NZAIRPOINTS,0,0,200,2021-08-16,3000-10-10,Direct Partner,""
90,QFQANTAS,,2022-01-01 05:08:52.064998,2022-02-28 23:36:24.963758,11365,90,QFQANTAS,0,0,2,2021-08-16,2024-06-30,Direct Partner,""
90,SQKF,,2022-01-12 04:41:33.619306,2022-02-28 04:43:13.229109,25,90,SQKF,0,0,3,2021-08-16,3000-10-10,Direct Partner,""
90,VAVELOCITYFREQUENTFLYER,,2022-01-02 07:13:00.69351,2022-02-28 11:28:20.244115,103,90,VAVELOCITYFREQUENTFLYER,0,0,2,2021-08-16,3000-10-10,Direct Partner,""
91,IHGREWARDSCLUB,,2022-01-04 09:20:04,2022-02-18 09:10:06,54,91,IHGREWARDSCLUB,0.0083,0.007,0,2021-09-13,3000-10-10,Ascenda Partner,""
91,MIMARRIOTTBONVOY,,2022-01-04 10:16:04,2022-02-18 11:37:05,51,91,MIMARRIOTTBONVOY,0.0105,0.01,0,2021-09-13,3000-10-10,Joint Ascenda-Marriott Partner,""
92,MIMARRIOTTBONVOY,,2022-01-05 03:33:22,2022-01-20 11:30:05,20,,,,,,,,,
92,MIMARRIOTTBONVOY,,2022-01-24 07:52:40,2022-02-28 11:24:49,268,92,MIMARRIOTTBONVOY,0.011275,0.011,20,2022-01-21,3000-10-10,Direct Partner,""
93,ACCORLECLUB,,2022-01-01 02:38:29.801617,2022-01-28 02:28:55.27314,3,93,ACCORLECLUB,0.033442959375,0.02704375,3.5,2021-11-11,3000-10-10,Ascenda Partner,""
93,AYFINNAIRPLUS,,2022-02-23 11:59:54.091374,2022-02-23 11:59:54.091374,1,93,AYFINNAIRPLUS,0.0084,0.008,1,2021-11-11,2024-04-30,Ascenda Partner,""
93,IHGREWARDSCLUB,,2022-02-17 09:46:41.181756,2022-02-17 09:46:41.181756,1,93,IHGREWARDSCLUB,0.0074,0.007,1,2021-11-11,3000-10-10,Ascenda Partner,""
93,R42_AFFLYINGBLUE,,2022-02-27 01:07:54.685324,2022-02-27 01:07:54.685324,1,,,,,,,,,
93,R42_CXASIAMILES,,2022-01-04 00:46:09.990016,2022-01-28 15:34:51.720756,2,,,,,,,,,
93,R42_DLSKYMILES,,2022-01-17 06:17:03.593259,2022-02-23 09:55:12.919104,9,,,,,,,,,
93,R42_HHHILTONHONORS,,2022-01-01 07:20:24.231408,2022-02-26 22:20:25.870392,79,,,,,,,,,
93,R42_MIMARRIOTTBONVOY,,2022-01-01 12:05:59.292938,2022-02-28 06:41:51.631445,47,,,,,,,,,
93,TKMILESANDSMILES,,2022-02-24 00:53:32.749535,2022-02-24 00:53:32.749535,1,93,TKMILESANDSMILES,0.0144,0.01265,1.5,2022-01-01,2022-12-31,Ascenda Partner,""
96,EKSKYWARDS,,2022-02-28 11:03:58.439449,2022-02-28 11:03:58.439449,1,,,,,,,,,
96,IHGREWARDSCLUB,,2022-02-28 11:10:37.735502,2022-02-28 11:10:37.735502,1,,,,,,,,,
